,area_type,availability,society,total_sqft,bath,balcony,price,site_location,total_sqft_normalized,bhk
3538,Built-up  Area,0,71.86391768077394,1340.0,2.0,2.0,75.0,Padmavati,0.025616498632128715,2
3539,Built-up  Area,1,105.44530995002042,1405.0,2.0,2.0,70.0,Parvati Darshan,0.026860017983202922,3
3540,Super built-up  Area,1,128.2697082088187,1800.0,3.0,3.0,65.0,Pashan,0.03441678942434619,3
3541,Built-up  Area,1,130.1857621889025,1750.0,3.0,3.0,149.0,Paud Road,0.033460236077366035,3
3542,Super built-up  Area,1,81.4492599727384,1360.0,2.0,1.0,65.0,Pirangut,0.02599911997092078,3
3543,Plot  Area,1,128.2697082088187,675.0,2.0,0.0,148.0,Prabhat Road,0.012894339117292571,1
3544,Super built-up  Area,0,104.27864328335374,985.0,2.0,1.0,63.0,Pune Railway Station,0.01882496986856957,2
3545,Super built-up  Area,0,128.2697082088187,1300.0,2.0,1.0,129.0,Rasta Peth,0.024851255954544585,2
3546,Super built-up  Area,1,130.76718597001224,1850.0,3.0,2.0,150.0,Raviwar Peth,0.03537334277132636,3
3547,Super built-up  Area,1,108.44530995002042,1490.0,2.0,3.0,88.0,Sadashiv Peth,0.0284861586730692,3
3548,Super built-up  Area,1,74.51909552223583,620.0,1.0,1.0,25.0,Sahakar Nagar,0.011842130435614395,2
3549,Super built-up  Area,0,128.2697082088187,1130.0,2.0,1.0,42.3,Salunke Vihar,0.021598974574812038,2
3550,Super built-up  Area,1,100.58398246251531,1080.0,2.0,2.0,55.0,Sasson Road,0.020642421227831876,2
3551,Built-up  Area,1,128.2697082088187,3126.0,4.0,2.0,120.0,Satara Road,0.059784584186260065,4
3552,Super built-up  Area,1,53.86099730192542,1410.0,2.0,3.0,52.17,Senapati Bapat Road,0.026955673317900938,3
3553,Super built-up  Area,1,128.2697082088187,1375.0,3.0,2.0,59.0,Shaniwar Peth,0.026286085975014827,3
3554,Super built-up  Area,1,95.71279064667483,1290.0,2.0,1.0,94.5,Shivaji Nagar,0.024659945285148553,3
3555,Super built-up  Area,0,84.92324123125766,1318.0,2.0,1.0,85.28,Shukrawar Peth,0.02519561515945744,3
3556,Super built-up  Area,1,74.32373814259485,1128.0,2.0,1.0,68.0,Sinhagad Road,0.02156071244093283,2
3557,Plot  Area,1,190.69744179092024,4428.0,4.0,2.0,255.0,Somwar Peth,0.08469323334162346,1
3558,Super built-up  Area,0,76.25220314211171,1051.0,2.0,2.0,56.74,Swargate,0.020087620286583383,2
3559,Plot  Area,1,128.2697082088187,3500.0,5.0,0.0,275.0,Tilak Road,0.06693960322167167,1
3560,Plot  Area,1,115.44530995002042,2400.0,4.0,1.0,130.0,Uruli Devachi,0.045895429588108126,1
3561,Super built-up  Area,1,96.98272945790119,1327.0,2.0,3.0,85.0,Vadgaon Budruk,0.02536779476191387,2
3562,Super built-up  Area,1,163.15485463750218,2912.0,6.0,2.0,210.0,Wadgaon Sheri,0.05569053586118498,4
3563,Super built-up  Area,1,95.66740852858892,1301.0,2.0,2.0,55.0,Viman Nagar,0.024870387021484187,2
3564,Super built-up  Area,1,128.2697082088187,650.0,1.0,0.0,30.0,Vishrant Wadi,0.012416062443802492,1
3565,Plot  Area,0,128.2697082088187,1200.0,3.0,1.0,67.75,Wagholi,0.022938149260584264,1
3566,Super built-up  Area,1,128.2697082088187,1500.0,2.0,2.0,89.99,Wakadewadi,0.02867746934246523,3
3567,Plot  Area,1,128.2697082088187,2700.0,6.0,2.0,675.0,Wanowrie,0.05163474966998909,1
3568,Plot  Area,1,128.2697082088187,1350.0,4.0,2.0,145.0,Warje,0.025807809301524747,1
3569,Built-up  Area,0,40.03784155781442,1000.0,2.0,1.0,28.88,Yerawada,0.01911193587266362,2
3570,Super built-up  Area,0,67.73087438800489,984.0,2.0,1.0,45.91,Alandi Road,0.018805838801629966,2
3571,Super built-up  Area,0,166.28245074616328,1819.18,3.0,1.0,160.0,Ambegaon Budruk,0.03478372328824779,3
3572,Built-up  Area,1,128.2697082088187,900.0,1.0,0.0,175.0,Anandnagar,0.017198829178703297,1
3573,Super built-up  Area,0,89.02716082083843,1355.0,3.0,1.0,83.87,Aundh,0.025903464636222763,3
3574,Super built-up  Area,1,232.6393216416769,2145.0,4.0,1.0,270.0,Aundh Road,0.041017007518509306,3
3575,Super built-up  Area,1,260.2985189315854,2475.0,4.0,3.0,300.0,Balaji Nagar,0.04733025960857837,3
3576,Super built-up  Area,0,128.2697082088187,1118.0,2.0,0.0,30.0,Baner,0.0213694017715368,2
3577,Super built-up  Area,1,128.2697082088187,910.0,1.0,1.0,42.0,Baner road,0.01739013984809933,1
3578,Super built-up  Area,0,128.2697082088187,1250.0,3.0,2.0,39.0,Bhandarkar Road,0.023894702607564423,3
3579,Super built-up  Area,0,116.52455138573178,1304.0,2.0,3.0,100.0,Bhavani Peth,0.024927780222303,2
3580,Super built-up  Area,1,53.86099730192542,1615.0,3.0,2.0,58.0,Bibvewadi,0.0308775420405196,3
3581,Super built-up  Area,1,103.9701690636475,1400.0,2.0,2.0,68.0,Bopodi,0.026764362648504906,2
3582,Super built-up  Area,1,101.69530995002042,1070.0,2.0,2.0,47.5,Budhwar Peth,0.020451110558435844,2
3583,Super built-up  Area,0,301.9635399666803,3500.0,3.0,3.0,395.0,Bund Garden Road,0.06693960322167167,3
3584,Super built-up  Area,0,104.76106199000408,1132.0,2.0,1.0,89.37,Camp,0.021637236708691245,2
3585,Super built-up  Area,1,128.2697082088187,2000.0,3.0,2.0,85.0,Chandan Nagar,0.03824300281226684,3
3586,Plot  Area,1,128.2697082088187,2400.0,5.0,1.0,550.0,Dapodi,0.045895429588108126,1
3587,Super built-up  Area,1,97.12020663334694,794.0,1.0,2.0,65.0,Deccan Gymkhana,0.015170936083105355,1
3588,Super built-up  Area,1,88.38023246251531,1090.0,2.0,2.0,43.59,Dehu Road,0.020833731897227908,2
3589,Super built-up  Area,1,93.20898246251531,1500.0,3.0,2.0,70.0,Dhankawadi,0.02867746934246523,3
3590,Super built-up  Area,1,167.8792599727384,2059.0,3.0,2.0,225.0,Dhayari Phata,0.03937173576170343,3
3591,Super built-up  Area,0,49.165813943422656,525.0,1.0,1.0,30.0,Dhole Patil Road,0.010024679076352088,1
3592,Super built-up  Area,0,92.44491947949031,1447.0,2.0,1.0,75.97,Erandwane,0.02766352279466626,2
3593,Super built-up  Area,0,106.27864328335374,1269.0,2.0,1.0,75.0,Fatima Nagar,0.024258192879416884,2
3594,Plot  Area,0,128.2697082088187,4800.0,4.0,0.0,700.0,Fergusson College Road,0.09180999024315586,1
3595,Super built-up  Area,1,91.73169424287464,1070.0,2.0,2.0,37.45,Ganesh Peth,0.020451110558435844,2
3596,Super built-up  Area,1,128.2697082088187,1150.0,2.0,0.0,28.0,Ganeshkhind,0.0219815959136041,2
3597,Super built-up  Area,1,128.2697082088187,1208.0,2.0,2.0,70.0,Ghorpade Peth,0.02309119779610109,2
3598,Super built-up  Area,1,101.36197661668707,1185.0,2.0,1.0,45.5,Ghorpadi,0.022651183256490213,2
3599,Plot  Area,1,128.2697082088187,1200.0,3.0,1.0,130.0,Gokhale Nagar,0.022938149260584264,1
3600,Super built-up  Area,1,128.2697082088187,888.0,2.0,1.0,34.0,Gultekdi,0.01696925637542806,2
3601,Super built-up  Area,0,35.724663069233905,1015.0,2.0,2.0,25.88,Guruwar peth,0.019398901876757666,2
3602,Built-up  Area,1,128.2697082088187,532.0,1.0,1.0,22.49,Hadapsar,0.01015859654492931,1
3603,Super built-up  Area,1,128.2697082088187,1060.0,3.0,1.0,62.0,Hadapsar Industrial Estate,0.020259799889039812,3
3604,Built-up  Area,1,128.2697082088187,700.0,1.0,1.0,35.0,Hingne Khurd,0.013372615790782652,1
3605,Super built-up  Area,1,100.77864328335374,902.0,2.0,2.0,42.0,Jangali Maharaj Road,0.0172370913125825,2
3606,Plot  Area,1,128.2697082088187,600.0,3.0,3.0,95.0,Kalyani Nagar,0.01145950909682233,1
3607,Super built-up  Area,1,128.2697082088187,1175.0,2.0,1.0,47.0,Karve Nagar,0.02245987258709418,2
3608,Super built-up  Area,0,124.18345731334149,1365.0,2.0,1.0,122.0,Karve Road,0.026094775305618795,2
3609,Super built-up  Area,1,102.27864328335374,984.0,2.0,1.0,51.0,Kasba Peth,0.018805838801629966,2
3610,Plot  Area,1,128.2697082088187,2700.0,2.0,2.0,100.0,Katraj,0.05163474966998909,1
3611,Super built-up  Area,1,128.2697082088187,1475.0,3.0,2.0,96.0,Khadaki,0.028199192668975148,3
3612,Super built-up  Area,1,98.91699123125765,1300.0,2.0,2.0,79.0,Khadki,0.024851255954544585,2
3613,Plot  Area,1,128.2697082088187,1200.0,6.0,1.0,220.0,Kharadi,0.022938149260584264,1
3614,Built-up  Area,1,128.2697082088187,1453.0,2.0,2.0,43.59,Kondhwa,0.027778309196303877,3
3615,Super built-up  Area,1,163.07465107779137,1550.0,2.0,3.0,160.0,Kondhwa Budruk,0.02963402268944539,2
3616,Built-up  Area,1,89.31282274828008,1666.0,3.0,2.0,95.0,Kondhwa Khurd,0.031853226454439366,3
3617,Plot  Area,1,128.2697082088187,1410.0,4.0,2.0,160.0,Koregaon Park,0.026955673317900938,1
3618,Plot  Area,0,244.66740852858894,4025.0,5.0,3.0,800.0,Kothrud,0.07698341336496337,1
3619,Super built-up  Area,1,107.09597995716035,1845.0,3.0,3.0,91.0,Law College Road,0.03527768743662834,3
3620,Super built-up  Area,1,102.44530995002042,1676.0,3.0,3.0,52.0,Laxmi Road,0.0320445371238354,3
3621,Super built-up  Area,0,94.52455138573178,1137.0,2.0,1.0,63.0,Lulla Nagar,0.02173289204338926,2
3622,Super built-up  Area,1,59.40839114262496,1360.0,2.0,1.0,70.5,Mahatma Gandhi Road,0.02599911997092078,3
3623,Super built-up  Area,1,105.44530995002042,1374.0,2.0,2.0,70.0,Mangalwar peth,0.026266954908075225,3
3624,Built-up  Area,1,128.2697082088187,1700.0,3.0,2.0,155.0,Manik Bagh,0.032503682730385876,1
3625,Plot  Area,1,128.2697082088187,3227.0,5.0,0.0,250.0,Market yard,0.061716821947159994,1
3626,Super built-up  Area,1,114.61197661668707,2145.0,4.0,2.0,125.0,Model colony,0.041017007518509306,4
3627,Plot  Area,1,128.2697082088187,2400.0,6.0,3.0,600.0,Mukund Nagar,0.045895429588108126,1
3628,Super built-up  Area,0,128.2697082088187,2170.0,3.0,2.0,151.0,Mundhawa,0.04149528419199939,3
3629,Built-up  Area,1,128.2697082088187,1080.0,2.0,1.0,55.0,Nagar Road,0.020642421227831876,2
3630,Built-up  Area,1,87.3755276692402,1790.0,3.0,3.0,100.0,Nana Peth,0.03422547875495016,3
3631,Super built-up  Area,1,128.2697082088187,550.0,1.0,1.0,17.0,Narayan Peth,0.010502955749842169,1
3632,Super built-up  Area,1,128.2697082088187,1270.0,2.0,2.0,50.79,Narayangaon,0.02427732394635649,3
3633,Built-up  Area,1,101.77864328335374,1033.0,2.0,2.0,48.0,Navi Peth,0.019743261081670526,2
3634,Built-up  Area,1,128.2697082088187,1000.0,2.0,1.0,80.0,Padmavati,0.01911193587266362,1
3635,Super built-up  Area,0,124.18345731334149,2940.0,6.0,2.0,280.0,Parvati Darshan,0.05622620573549387,4
3636,Super built-up  Area,1,89.47465107779139,1240.0,2.0,2.0,52.6,Pashan,0.02370339193816839,2
3637,Plot  Area,1,128.2697082088187,1650.0,5.0,1.0,450.0,Paud Road,0.03154712938340571,1
3638,Super built-up  Area,1,57.71814845000471,883.0,2.0,1.0,39.0,Pirangut,0.016873601040730043,2
3639,Built-up  Area,0,109.94530995002042,1500.0,2.0,0.0,97.0,Prabhat Road,0.02867746934246523,3
3640,Super built-up  Area,1,112.59288109445124,1730.0,3.0,3.0,139.0,Pune Railway Station,0.03307761473857397,3
3641,Super built-up  Area,1,128.2697082088187,1915.0,3.0,3.0,80.0,Rasta Peth,0.03661686212240057,3
3642,Super built-up  Area,1,101.23883710001749,1545.0,3.0,2.0,79.0,Raviwar Peth,0.029538367354747373,3
3643,Super built-up  Area,0,128.2697082088187,1865.0,4.0,2.0,140.0,Sadashiv Peth,0.0356603087754204,3
3644,Super built-up  Area,1,128.2697082088187,1150.0,2.0,2.0,40.0,Sahakar Nagar,0.0219815959136041,2
3645,Super built-up  Area,0,128.2697082088187,1200.0,2.0,2.0,49.0,Salunke Vihar,0.022938149260584264,2
3646,Built-up  Area,1,128.2697082088187,963.0,2.0,2.0,40.0,Sasson Road,0.0184040863958983,2
3647,Plot  Area,1,118.63020663334694,1200.0,3.0,1.0,120.0,Satara Road,0.022938149260584264,1
3648,Super built-up  Area,1,128.2697082088187,2600.0,4.0,3.0,260.0,Senapati Bapat Road,0.049721642976028775,4
3649,Built-up  Area,1,98.81718597001225,1700.0,4.0,2.0,108.0,Shaniwar Peth,0.032503682730385876,4
3650,Super built-up  Area,1,116.0878466555601,1682.0,3.0,1.0,120.0,Shivaji Nagar,0.032159323525473016,3
3651,Built-up  Area,1,80.0132199769325,1371.0,2.0,2.0,65.0,Shukrawar Peth,0.026209561707256412,3
3652,Super built-up  Area,0,128.2697082088187,901.0,2.0,1.0,49.5,Sinhagad Road,0.0172179602456429,2
3653,Plot  Area,1,128.2697082088187,600.0,7.0,0.0,73.0,Somwar Peth,0.01145950909682233,1
3654,Super built-up  Area,1,116.58398246251531,1730.0,3.0,1.0,120.0,Swargate,0.03307761473857397,3
3655,Plot  Area,1,128.2697082088187,1200.0,4.0,0.0,125.0,Tilak Road,0.022938149260584264,1
3656,Super built-up  Area,1,109.52455138573178,1500.0,3.0,3.0,102.0,Uruli Devachi,0.02867746934246523,3
3657,Super built-up  Area,1,246.86305057059545,3785.0,6.0,2.0,280.0,Vadgaon Budruk,0.07239195729945859,4
3658,Built-up  Area,1,128.2697082088187,3500.0,4.0,2.0,245.0,Wadgaon Sheri,0.06693960322167167,4
3659,Carpet  Area,1,103.75530995002042,1203.0,2.0,1.0,59.86,Viman Nagar,0.022995542461403073,2
3660,Super built-up  Area,1,128.2697082088187,1357.0,2.0,2.0,54.0,Vishrant Wadi,0.02594172677010197,2
3661,Super built-up  Area,1,106.44530995002042,1600.0,3.0,2.0,76.0,Wagholi,0.03059057603642555,3
3662,Built-up  Area,1,55.45859298500612,350.0,1.0,1.0,13.5,Wakadewadi,0.006676742361921524,1
3663,Super built-up  Area,1,81.2968733000136,1665.0,3.0,1.0,53.0,Wanowrie,0.03183409538749976,3
3664,Plot  Area,1,128.2697082088187,1400.0,3.0,3.0,200.0,Warje,0.026764362648504906,1
3665,Super built-up  Area,1,128.2697082088187,835.0,1.0,1.0,46.95,Yerawada,0.015955309827629088,1
3666,Plot  Area,1,128.2697082088187,815.0,3.0,2.0,160.0,Alandi Road,0.015572688488837022,1
3667,Super built-up  Area,1,98.91699123125765,1444.0,2.0,1.0,80.0,Ambegaon Budruk,0.02760612959384745,3
3668,Super built-up  Area,1,128.2697082088187,1277.0,2.0,2.0,55.0,Anandnagar,0.024411241414933713,2
3669,Super built-up  Area,1,116.0878466555601,1521.0,3.0,1.0,94.71,Aundh,0.029079221748196896,3
3670,Super built-up  Area,1,128.2697082088187,1134.0,2.0,1.0,40.0,Aundh Road,0.02167549884257045,2
3671,Super built-up  Area,1,128.2697082088187,995.0,2.0,1.0,34.82,Balaji Nagar,0.019016280537965603,2
3672,Super built-up  Area,1,174.64843665000683,2760.0,5.0,2.0,157.0,Baner,0.05278261368636529,3
3673,Built-up  Area,1,172.63790694348359,1325.0,1.0,1.0,92.0,Baner road,0.025329532628034664,2
3674,Built-up  Area,1,128.2697082088187,4000.0,6.0,2.0,150.0,Bhandarkar Road,0.07650513669147328,1
3675,Built-up  Area,1,128.2697082088187,1525.0,3.0,2.0,90.0,Bhavani Peth,0.02915574601595531,3
3676,Super built-up  Area,0,128.2697082088187,1320.0,2.0,2.0,73.0,Bibvewadi,0.02523387729333665,3
3677,Super built-up  Area,1,97.61197661668707,650.0,1.0,1.0,23.0,Bopodi,0.012416062443802492,1
3678,Built-up  Area,1,128.2697082088187,1858.0,2.0,1.0,167.0,Budhwar Peth,0.03552639130684318,3
3679,Super built-up  Area,0,128.2697082088187,1150.0,2.0,1.0,38.0,Bund Garden Road,0.0219815959136041,2
3680,Super built-up  Area,1,67.54441855000876,769.0,2.0,1.0,40.0,Camp,0.014692659409615274,2
3681,Super built-up  Area,1,74.32373814259485,1571.0,3.0,2.0,105.0,Chandan Nagar,0.030035775095177058,3
3682,Super built-up  Area,1,95.71279064667483,1445.0,3.0,1.0,86.56,Dapodi,0.027625260660787052,3
3683,Super built-up  Area,1,122.61941855000875,1590.0,2.0,2.0,135.0,Deccan Gymkhana,0.03039926536702952,3
3684,Super built-up  Area,1,101.94530995002042,902.0,2.0,2.0,49.0,Dehu Road,0.0172370913125825,2
3685,Plot  Area,0,128.2697082088187,2238.0,3.0,1.0,140.0,Dhankawadi,0.04279619674389241,1
3686,Built-up  Area,0,128.2697082088187,1090.0,2.0,1.0,31.49,Dhayari Phata,0.020833731897227908,2
3687,Built-up  Area,1,94.7892599727384,1712.0,3.0,3.0,82.0,Dhole Patil Road,0.03273325553366111,3
3688,Built-up  Area,1,128.2697082088187,1088.0,2.0,1.0,68.0,Erandwane,0.0207954697633487,2
3689,Super built-up  Area,1,128.2697082088187,1575.0,3.0,3.0,63.1,Fatima Nagar,0.030112299362935472,3
3690,Plot  Area,1,128.2697082088187,2150.0,6.0,3.0,205.0,Fergusson College Road,0.041112662853207325,1
3691,Super built-up  Area,1,158.42471451819296,1920.0,3.0,2.0,150.0,Ganesh Peth,0.03671251745709858,3
3692,Plot  Area,1,128.2697082088187,1000.0,2.0,0.0,57.0,Ganeshkhind,0.01911193587266362,1
3693,Super built-up  Area,0,128.2697082088187,1100.0,2.0,2.0,56.1,Ghorpade Peth,0.02102504256662394,2
3694,Super built-up  Area,1,92.81026567144606,1089.0,2.0,2.0,45.0,Ghorpadi,0.020814600830288306,2
3695,Built-up  Area,1,81.19798441112472,1106.0,2.0,1.0,43.09,Gokhale Nagar,0.02113982896826156,2
3696,Super built-up  Area,0,128.2697082088187,927.0,2.0,2.0,37.0,Gultekdi,0.017715367986072584,2
3697,Super built-up  Area,1,84.9594502939431,1339.0,2.0,2.0,58.0,Guruwar peth,0.02559736756518911,2
3698,Built-up  Area,0,77.46387822647418,923.0,1.0,1.0,45.69,Hadapsar,0.01763884371831417,1
3699,Plot  Area,0,128.2697082088187,2900.0,3.0,2.0,285.0,Hadapsar Industrial Estate,0.05546096305790974,1
3700,Super built-up  Area,1,103.42724561562883,1175.0,2.0,2.0,75.0,Hingne Khurd,0.02245987258709418,2
3701,Built-up  Area,1,91.58398246251531,975.0,2.0,1.0,55.0,Jangali Maharaj Road,0.01863365919917354,2
3702,Super built-up  Area,1,147.8339824625153,2400.0,4.0,1.0,180.0,Kalyani Nagar,0.045895429588108126,3
3703,Super built-up  Area,1,75.70345731334149,1330.0,3.0,2.0,72.0,Karve Nagar,0.02542518796273268,3
3704,Super built-up  Area,0,77.46387822647418,1183.0,2.0,1.0,59.74,Karve Road,0.02261292112261101,2
3705,Super built-up  Area,1,128.2697082088187,1758.0,3.0,2.0,133.0,Kasba Peth,0.03361328461288286,3
3706,Plot  Area,1,128.2697082088187,1200.0,3.0,2.0,265.0,Katraj,0.022938149260584264,1
3707,Super built-up  Area,0,89.02716082083843,1255.0,2.0,1.0,77.68,Khadaki,0.02399035794226244,3
3708,Plot  Area,1,128.2697082088187,600.0,4.0,2.0,110.0,Khadki,0.01145950909682233,1
3709,Built-up  Area,1,102.11197661668707,1100.0,2.0,2.0,50.0,Kharadi,0.02102504256662394,2
3710,Super built-up  Area,0,76.11932164167688,1170.0,2.0,2.0,46.8,Kondhwa,0.022364217252396165,2
3711,Built-up  Area,1,128.2697082088187,2400.0,5.0,2.0,120.0,Kondhwa Budruk,0.045895429588108126,1
3712,Super built-up  Area,1,51.87343364353085,1530.0,3.0,3.0,51.77,Kondhwa Khurd,0.029251401350653326,3
3713,Built-up  Area,0,117.68957156316435,1420.0,2.0,2.0,107.0,Koregaon Park,0.027146983987296973,2
3714,Plot  Area,1,128.2697082088187,1200.0,4.0,2.0,300.0,Kothrud,0.022938149260584264,1
3715,Plot  Area,1,128.2697082088187,1045.0,6.0,3.0,160.0,Law College Road,0.019972833884945765,1
3716,Super built-up  Area,0,121.63479064667483,1591.0,3.0,1.0,115.0,Laxmi Road,0.03041839643396912,3
3717,Super built-up  Area,1,116.7068743880049,1680.0,3.0,2.0,120.0,Lulla Nagar,0.03212106139159381,3
3718,Plot  Area,1,128.2697082088187,675.0,3.0,1.0,52.0,Mahatma Gandhi Road,0.012894339117292571,1
3719,Super built-up  Area,0,86.61716821765425,1055.0,2.0,1.0,57.63,Mangalwar peth,0.020164144554341797,2
3720,Super built-up  Area,1,115.27864328335374,1918.0,3.0,2.0,129.0,Manik Bagh,0.03667425532321938,3
3721,Super built-up  Area,0,106.44530995002042,1280.0,2.0,1.0,76.0,Market yard,0.02446863461575252,2
3722,Super built-up  Area,1,104.77864328335374,1560.0,3.0,3.0,66.0,Model colony,0.02982533335884142,3
3723,Super built-up  Area,1,69.10870426429446,1145.0,2.0,2.0,49.5,Mukund Nagar,0.021885940578906086,2
3724,Super built-up  Area,1,135.52584075769704,2106.0,3.0,2.0,126.0,Mundhawa,0.040270895907864784,3
3725,Super built-up  Area,1,128.2697082088187,1801.0,3.0,2.0,139.0,Nagar Road,0.0344359204912858,3
3726,Plot  Area,1,128.2697082088187,1200.0,5.0,3.0,120.0,Nana Peth,0.022938149260584264,1
3727,Super built-up  Area,1,350.4223953233374,1718.0,3.0,2.0,288.0,Narayan Peth,0.03284804193529873,2
3728,Super built-up  Area,0,91.17898246251531,1306.0,3.0,2.0,54.65,Narayangaon,0.024966042356182203,3
3729,Super built-up  Area,0,153.02239532333743,1320.0,2.0,1.0,92.0,Navi Peth,0.02523387729333665,2
3730,Built-up  Area,1,128.2697082088187,1350.0,2.0,2.0,65.0,Padmavati,0.025807809301524747,3
3731,Built-up  Area,1,128.2697082088187,2990.0,4.0,2.0,324.0,Parvati Darshan,0.05718275908247403,4
3732,Built-up  Area,1,143.77864328335374,3800.0,5.0,3.0,300.0,Pashan,0.07267892330355263,4
3733,Super built-up  Area,1,74.45168151539404,1344.0,2.0,1.0,42.0,Paud Road,0.025693022899887126,3
3734,Super built-up  Area,1,128.2697082088187,1893.0,3.0,2.0,100.0,Pirangut,0.036195978649729295,3
3735,Super built-up  Area,1,128.2697082088187,1107.0,2.0,1.0,43.0,Prabhat Road,0.021158960035201162,3
3736,Plot  Area,1,128.2697082088187,1200.0,10.0,2.0,180.0,Pune Railway Station,0.022938149260584264,1
3737,Super built-up  Area,1,103.42724561562883,1190.0,2.0,1.0,75.0,Rasta Peth,0.022746838591188232,2
3738,Built-up  Area,1,82.45898246251531,1000.0,2.0,1.0,35.0,Raviwar Peth,0.01911193587266362,2
3739,Plot  Area,1,120.44530995002042,2400.0,2.0,1.0,160.0,Sadashiv Peth,0.045895429588108126,1
3740,Super built-up  Area,1,95.59597995716035,1000.0,2.0,1.0,48.5,Sahakar Nagar,0.01911193587266362,2
3741,Super built-up  Area,1,133.7622756928659,2113.0,3.0,2.0,155.0,Salunke Vihar,0.04040481337644201,3
3742,Built-up  Area,1,128.2697082088187,1100.0,2.0,1.0,46.0,Sasson Road,0.02102504256662394,2
3743,Plot  Area,1,128.2697082088187,1200.0,4.0,1.0,160.0,Satara Road,0.022938149260584264,1
3744,Super built-up  Area,1,108.59597995716035,1884.0,4.0,2.0,120.0,Senapati Bapat Road,0.03602379904727287,4
3745,Super built-up  Area,1,85.31523246251531,1110.0,2.0,1.0,40.0,Shaniwar Peth,0.02121635323601997,2
3746,Super built-up  Area,1,72.30598830834354,1027.0,2.0,2.0,43.0,Shivaji Nagar,0.019628474680032905,2
3747,Super built-up  Area,0,128.2697082088187,1250.0,3.0,2.0,40.0,Shukrawar Peth,0.023894702607564423,3
3748,Built-up  Area,1,128.2697082088187,1470.0,3.0,0.0,62.0,Sinhagad Road,0.02810353733427713,3
3749,Built-up  Area,0,128.2697082088187,1150.0,2.0,1.0,75.0,Somwar Peth,0.0219815959136041,2
3750,Plot  Area,1,121.27864328335374,1200.0,3.0,2.0,165.0,Swargate,0.022938149260584264,1
3751,Super built-up  Area,0,99.89598830834355,703.0,1.0,1.0,52.0,Tilak Road,0.013430008991601461,1
3752,Super built-up  Area,1,128.2697082088187,1400.0,2.0,2.0,62.0,Uruli Devachi,0.026764362648504906,3
